0	79529	79
1	46739	93
2	33598	101
3	26395	106
4	21910	110
5	18829	113
6	16583	116
7	14867	119
8	13523	122
9	12430	125
10	11538	128
11	10803	131
12	10171	133
13	9638	136
14	9175	139
15	8723	141
16	8369	144
17	8052	147
18	7760	150
19	7507	153
20	7273	156
21	7065	158
22	6867	161
23	6685	164
24	6527	167
25	6381	170
26	6242	173
27	6092	175
28	5969	178
29	5860	181
30	5757	184
31	5657	187
32	5571	190
33	5481	192
34	5399	195
35	5325	198
36	5257	202
37	5193	205
38	5124	207
39	5062	210
40	5011	214
41	4949	217
42	4901	220
43	4847	223
44	4808	226
45	4759	229
46	4714	232
47	4679	235
48	4632	238
49	4594	241
50	4550	244
51	4512	247
52	4484	250
53	4453	254
54	4425	257
55	4389	260
56	4362	263
57	4329	266
58	4298	269
59	4265	272
60	4223	274
61	4185	276
62	4151	279
63	4122	281
64	4099	284
65	4072	287
66	4049	290
67	4023	293
68	3989	295
69	3965	298
70	3988	304
71	3979	308
72	3972	312
73	3966	316
74	3939	319
75	3937	323
76	3927	327
77	3907	330
78	3899	334
79	3894	338
80	3884	342
81	3875	346
82	3869	350
83	3862	354
84	3861	358
85	3855	362
86	3861	367
87	3900	376
88	3883	379
89	3872	383
90	3858	386
91	3840	389
92	3812	390
93	3798	394
94	3780	396
95	3763	399
96	3748	402
97	3726	404
98	3701	406
99	3686	409
100	3669	412
101	3653	415
102	3639	417
103	3615	419
104	3602	422
105	3579	424
106	3565	427
107	3544	429
108	3525	431
109	3512	434
110	3500	437
111	3489	440
112	3471	442
113	3459	445
114	3441	447
115	3421	449
116	3402	450
117	3383	452
118	3364	454
119	3360	458
120	3341	459
121	3330	462
122	3322	466
123	3306	468
124	3300	471
125	3282	473
126	3273	476
127	3264	479
128	3247	480
129	3239	484
130	3221	485
131	3214	488
132	3206	491
133	3191	493
134	3183	496
135	3167	498
136	3153	500
137	3144	503
138	3135	506
139	3128	509
140	3121	512
141	3114	515
142	3108	518
143	3101	521
144	3094	524
145	3086	527
146	3079	530
147	3070	533
148	3063	536
149	3049	538
150	3041	540
151	3027	542
152	3020	545
153	3013	548
154	3003	550
155	2996	553
156	2988	556
157	2975	558
158	2962	560
159	2952	562
160	2945	565
161	2938	568
162	2931	570
163	2919	572
164	2909	574
165	2903	578
166	2897	580
167	2886	582
168	2880	585
169	2868	587
170	2864	590
171	2858	593
172	2849	596
173	2840	598
174	2835	601
175	2826	603
176	2815	605
177	2807	607
178	2801	610
179	2791	612
180	2785	615
181	2777	617
182	2772	621
183	2768	624
184	2763	627
185	2759	630
186	2754	633
187	2752	637
188	2746	640
189	2738	642
190	2732	645
191	2735	650
192	2731	653
193	2729	656
194	2719	658
195	2714	661
196	2709	664
197	2704	667
198	2700	670
199	2695	673
200	2691	676
201	2685	679
202	2680	682
203	2675	685
204	2670	688
205	2666	691
206	2662	695
207	2658	698
208	2650	700
209	2646	703
210	2641	706
211	2636	709
212	2631	712
213	2626	715
214	2622	718
215	2618	721
216	2614	724
217	2609	727
218	2604	730
219	2600	733
220	2596	736
221	2591	739
222	2586	742
223	2581	745
224	2577	748
225	2572	751
226	2567	753
227	2563	757
228	2558	760
229	2554	763
230	2549	765
231	2544	768
232	2541	771
233	2536	774
234	2531	777
235	2523	779
236	2518	782
237	2513	785
238	2509	788
239	2502	790
240	2498	793
241	2494	796
242	2491	799
243	2486	802
244	2482	805
245	2479	808
246	2474	811
247	2471	814
248	2463	816
249	2458	819
250	2454	822
251	2449	825
252	2445	828
253	2441	831
254	2437	834
255	2433	837
256	2428	840
257	2424	843
258	2420	846
259	2416	848
260	2412	852
261	2408	854
262	2404	858
263	2399	860
264	2396	863
265	2392	867
266	2385	868
267	2381	871
268	2377	874
269	2373	877
270	2369	880
271	2364	883
272	2361	886
273	2356	889
274	2352	892
275	2348	895
276	2344	898
277	2340	901
278	2336	904
279	2333	907
280	2329	910
281	2326	913
282	2322	916
283	2318	919
284	2314	922
285	2311	925
286	2307	928
287	2303	931
288	2299	934
289	2295	937
290	2291	940
291	2287	943
292	2283	946
293	2279	949
294	2276	952
295	2272	955
296	2271	959
297	2267	962
298	2263	965
299	2261	969
300	2256	971
301	2253	975
302	2249	977
303	2245	980
304	2242	984
305	2239	987
306	2236	990
307	2236	995
308	2232	998
309	2229	1001
310	2225	1004
311	2221	1007
312	2217	1010
313	2214	1013
314	2210	1016
315	2206	1019
316	2202	1022
317	2198	1025
318	2195	1028
319	2191	1031
320	2187	1034
321	2183	1037
322	2180	1040
323	2176	1043
324	2173	1046
325	2169	1049
326	2165	1052
327	2162	1055
328	2158	1058
329	2155	1061
330	2151	1064
331	2147	1067
332	2144	1070
333	2142	1074
334	2140	1078
335	2136	1081
336	2134	1085
337	2131	1088
338	2129	1091
339	2125	1094
340	2121	1097
341	2118	1100
342	2114	1103
343	2111	1107
344	2107	1110
345	2104	1113
346	2100	1116
347	2097	1119
348	2093	1122
349	2089	1125
350	2086	1128
351	2083	1131
352	2079	1134
353	2075	1137
354	2072	1140
355	2068	1143
356	2064	1146
357	2061	1149
358	2057	1152
359	2053	1155
360	2050	1158
361	2046	1161
362	2043	1164
363	2039	1167
364	2036	1170
365	2032	1173
366	2029	1176
367	2025	1179
368	2022	1182
369	2018	1185
370	2014	1188
371	2011	1191
372	2008	1194
373	2004	1197
374	2000	1200
375	1997	1203
376	1995	1207
377	1993	1211
378	1990	1215
379	1987	1218
380	1984	1221
381	1980	1224
382	1980	1229
383	1977	1232
384	1975	1236
385	1972	1239
386	1968	1242
387	1965	1245
388	1964	1250
389	1960	1253
390	1957	1256
391	1953	1259
392	1950	1262
393	1946	1265
394	1942	1268
395	1938	1271
396	1936	1274
397	1932	1277
398	1929	1280
399	1926	1284
400	1922	1287
401	1919	1290
402	1915	1293
403	1912	1296
404	1908	1299
405	1905	1302
406	1901	1305
407	1898	1308
408	1894	1311
409	1891	1314
410	1888	1317
411	1884	1320
412	1881	1323
413	1877	1326
414	1874	1329
415	1870	1332
416	1867	1335
417	1864	1338
418	1860	1341
419	1857	1344
420	1853	1347
421	1850	1350
422	1846	1353
423	1843	1356
424	1839	1359
425	1836	1362
426	1832	1365
427	1829	1368
428	1825	1371
429	1822	1374
430	1818	1377
431	1814	1380
432	1810	1382
433	1807	1385
434	1804	1389
435	1800	1391
436	1796	1394
437	1793	1397
438	1789	1400
439	1786	1403
440	1782	1406
441	1779	1409
442	1777	1413
443	1774	1417
444	1771	1420
445	1768	1423
446	1764	1426
447	1761	1429
448	1757	1432
449	1754	1435
450	1751	1438
451	1747	1441
452	1744	1444
453	1741	1447
454	1737	1450
455	1734	1453
456	1732	1457
457	1728	1460
458	1725	1463
459	1722	1467
460	1718	1470
461	1715	1473
