462	1712	1476
463	1708	1479
464	1705	1482
465	1702	1485
466	1698	1488
467	1695	1491
468	1691	1494
469	1688	1497
470	1685	1500
471	1682	1503
472	1678	1506
473	1675	1509
474	1672	1512
475	1668	1515
476	1665	1519
477	1662	1522
478	1658	1525
479	1655	1528
480	1652	1531
481	1649	1534
482	1645	1537
483	1642	1540
484	1638	1543
485	1635	1546
486	1632	1549
487	1628	1552
488	1625	1555
489	1622	1558
490	1618	1561
491	1615	1564
492	1612	1568
493	1609	1571
494	1605	1573
495	1602	1577
496	1599	1580
497	1595	1583
498	1592	1586
499	1589	1589
500	1585	1592
501	1582	1595
502	1579	1598
503	1576	1601
504	1572	1604
505	1569	1607
506	1566	1610
507	1563	1613
508	1559	1616
509	1556	1619
510	1553	1622
511	1549	1625
512	1546	1628
513	1542	1631
514	1539	1634
515	1536	1637
516	1532	1640
517	1529	1643
518	1526	1647
519	1523	1649
520	1519	1652
521	1516	1655
522	1513	1658
523	1509	1661
524	1506	1665
525	1502	1667
526	1501	1673
527	1498	1676
528	1495	1679
529	1493	1684
530	1490	1687
531	1487	1690
532	1484	1693
533	1480	1696
534	1477	1700
535	1474	1703
536	1471	1706
537	1468	1709
538	1464	1712
539	1461	1715
540	1458	1718
541	1454	1721
542	1451	1724
543	1448	1727
544	1445	1730
545	1441	1733
546	1438	1737
547	1435	1739
548	1432	1743
549	1428	1746
550	1425	1749
551	1422	1752
552	1418	1755
553	1415	1758
554	1412	1761
555	1408	1764
556	1405	1767
557	1402	1770
558	1398	1773
559	1395	1776
560	1392	1779
561	1389	1782
562	1385	1785
563	1382	1788
564	1379	1791
565	1375	1794
566	1372	1797
567	1369	1800
568	1365	1803
569	1362	1806
570	1359	1809
571	1356	1812
572	1352	1815
573	1349	1818
574	1346	1821
575	1343	1824
576	1339	1827
577	1336	1830
578	1333	1833
579	1329	1836
580	1326	1839
581	1323	1842
582	1319	1845
583	1316	1848
584	1313	1851
585	1309	1854
586	1306	1857
587	1303	1860
588	1299	1862
589	1296	1866
590	1293	1869
591	1290	1872
592	1287	1875
593	1283	1878
594	1280	1881
595	1277	1884
596	1273	1887
597	1270	1890
598	1267	1893
599	1265	1898
600	1262	1901
601	1258	1904
602	1255	1907
603	1252	1910
604	1249	1913
605	1246	1916
606	1243	1920
607	1239	1922
608	1236	1926
609	1233	1928
610	1230	1931
611	1226	1935
612	1223	1938
613	1220	1941
614	1217	1944
615	1214	1947
616	1210	1950
617	1207	1953
618	1205	1958
619	1202	1961
620	1198	1964
621	1195	1967
622	1192	1970
623	1189	1973
624	1186	1976
625	1182	1979
626	1179	1982
627	1176	1986
628	1173	1989
629	1169	1991
630	1167	1995
631	1163	1998
632	1160	2001
633	1157	2005
634	1155	2009
635	1151	2012
636	1148	2015
637	1145	2019
638	1142	2022
639	1139	2025
640	1136	2028
641	1132	2031
642	1129	2034
643	1126	2037
644	1123	2040
645	1119	2043
646	1116	2046
647	1113	2049
648	1110	2052
649	1106	2055
650	1103	2058
651	1100	2061
652	1096	2064
653	1093	2067
654	1090	2070
655	1087	2073
656	1084	2077
657	1081	2080
658	1078	2083
659	1074	2086
660	1071	2089
661	1068	2092
662	1065	2095
663	1061	2098
664	1058	2101
665	1055	2104
666	1052	2107
667	1049	2110
668	1045	2113
669	1042	2116
670	1039	2119
671	1036	2122
672	1032	2125
673	1029	2128
674	1026	2131
675	1023	2134
676	1019	2137
677	1016	2140
678	1013	2143
679	1010	2146
680	1006	2149
681	1004	2153
682	1000	2156
683	997	2159
684	994	2162
685	991	2165
686	988	2168
687	984	2171
688	981	2175
689	978	2178
690	975	2181
691	972	2184
692	968	2187
693	965	2190
694	962	2193
695	959	2196
696	956	2199
697	953	2203
698	950	2206
699	946	2209
700	943	2212
701	940	2215
702	937	2218
703	934	2221
704	931	2224
705	927	2227
706	924	2230
707	921	2233
708	918	2236
709	914	2239
710	911	2242
711	908	2245
712	905	2248
713	902	2251
714	898	2255
715	895	2258
716	892	2261
717	889	2264
718	886	2267
719	883	2270
720	879	2273
721	876	2276
722	873	2280
723	870	2283
724	867	2285
725	863	2289
726	860	2292
727	858	2298
728	856	2303
729	852	2306
730	849	2309
731	846	2312
732	843	2315
733	840	2318
734	836	2321
735	833	2324
736	830	2327
737	827	2330
738	824	2333
739	821	2336
740	817	2339
741	814	2342
742	811	2345
743	808	2349
744	805	2352
745	801	2355
746	798	2358
747	795	2361
748	792	2364
749	789	2367
750	786	2371
751	782	2374
752	779	2377
753	776	2380
754	773	2383
755	770	2386
756	766	2389
757	763	2392
758	760	2395
759	757	2398
760	754	2401
761	751	2404
762	747	2407
763	744	2410
764	741	2414
765	738	2417
766	735	2420
767	731	2423
768	728	2426
769	725	2429
770	722	2432
771	719	2435
772	716	2438
773	713	2441
774	709	2444
775	706	2447
776	703	2450
777	700	2454
778	697	2457
779	693	2460
780	690	2463
781	687	2466
782	684	2469
783	681	2472
784	678	2475
785	674	2478
786	671	2481
787	668	2484
788	665	2487
789	662	2490
790	659	2494
791	655	2497
792	652	2500
793	649	2503
794	646	2506
795	643	2509
796	639	2512
797	636	2515
798	633	2518
799	630	2521
800	627	2524
801	624	2527
802	620	2530
803	617	2533
804	614	2536
805	611	2539
806	608	2542
807	604	2545
808	601	2548
809	598	2551
810	595	2554
811	592	2557
812	589	2560
813	585	2563
814	582	2566
815	579	2569
816	576	2572
817	573	2575
818	570	2579
819	566	2582
820	563	2585
821	560	2588
822	557	2591
823	554	2594
824	551	2597
825	547	2601
826	544	2604
827	541	2607
828	538	2610
829	535	2613
830	532	2616
831	528	2619
832	525	2622
833	522	2625
834	519	2628
835	516	2631
836	513	2634
837	509	2637
838	506	2640
839	503	2643
840	500	2646
841	497	2649
842	494	2652
843	491	2657
844	488	2660
845	484	2663
846	482	2668
847	478	2671
848	475	2675
849	472	2678
850	469	2681
851	466	2684
852	463	2687
853	459	2690
854	456	2693
855	453	2696
856	450	2699
857	447	2702
858	444	2705
859	440	2708
860	437	2711
861	434	2714
862	431	2717
863	428	2720
864	424	2723
865	421	2725
866	418	2728
867	415	2731
868	412	2734
869	409	2737
870	405	2740
871	402	2743
872	399	2747
873	396	2750
874	393	2752
875	390	2756
876	386	2759
877	383	2762
878	380	2764
879	377	2768
880	374	2771
881	371	2774
882	367	2777
883	364	2780
884	361	2783
885	358	2786
886	355	2789
887	352	2792
888	349	2795
889	345	2798
890	342	2801
891	339	2804
892	336	2807
893	333	2810
894	330	2813
895	326	2816
896	323	2819
897	320	2822
898	317	2825
899	314	2828
900	311	2832
901	308	2835
902	304	2838
903	301	2841
904	298	2844
905	295	2847
906	292	2850
907	289	2853
908	285	2856
909	282	2859
910	279	2862
911	276	2865
912	273	2868
913	270	2871
914	267	2874
915	263	2878
916	260	2881
917	257	2884
918	254	2886
919	251	2889
920	248	2892
921	244	2895
922	241	2898
923	238	2901
924	235	2904
925	232	2907
926	229	2910
927	226	2913
928	222	2916
929	219	2919
930	216	2922
931	213	2925
932	210	2928
933	207	2932
934	204	2935
935	200	2938
936	197	2941
937	194	2944
938	191	2947
939	188	2950
940	185	2953
941	182	2956
942	178	2960
943	175	2963
944	172	2966
945	169	2969
946	166	2972
947	163	2975
948	160	2978
949	156	2981
950	153	2984
951	150	2988
952	147	2991
953	144	2994
954	141	2997
955	138	3000
956	134	3003
957	131	3006
958	128	3009
959	125	3012
960	122	3015
961	119	3018
962	116	3021
963	112	3025
964	109	3028
965	106	3031
966	103	3034
967	100	3037
968	97	3040
969	94	3043
970	90	3046
971	87	3049
972	84	3052
973	81	3055
974	78	3058
975	75	3061
976	72	3064
977	69	3067
978	65	3070
979	62	3073
980	59	3076
981	56	3080
982	53	3083
983	50	3086
984	47	3089
985	43	3092
986	40	3095
987	37	3098
988	34	3101
989	31	3104
990	28	3110
991	25	3113
992	21	3116
993	18	3120
994	15	3123
995	12	3127
996	9	3130
997	6	3133
998	3	3136
999	0	3140
