iter	Logloss
164	0.3987391784
165	0.3985667476
166	0.3983880408
167	0.3983880093
168	0.398010568
169	0.3980105505
170	0.3979148088
171	0.3978971503
172	0.397896452
173	0.3978964383
174	0.3978919281
175	0.3978919161
176	0.3978919047
177	0.397891894
178	0.3975970667
179	0.3975970576
180	0.3972661783
181	0.3972045934
182	0.3971031433
183	0.3967873549
184	0.3967267948
185	0.39590433
186	0.3952594068
187	0.3950430536
188	0.3949805292
189	0.3949799026
190	0.3947528459
191	0.3944539907
192	0.3942998736
193	0.3942577398
194	0.3942577343
195	0.393988105
196	0.3939438696
197	0.3937912002
198	0.393368057
199	0.3932181889
200	0.3929152998
201	0.39286496
202	0.3928003704
203	0.3926501312
204	0.3925267375
205	0.3923640602
206	0.392185712
207	0.3917735317
208	0.3917735307
209	0.3917363229
210	0.3914015743
211	0.3912860933
212	0.3912099725
213	0.3911492248
214	0.3908137986
215	0.3902987219
216	0.3900887479
217	0.3899950562
218	0.3898577068
219	0.3897363813
220	0.3896128402
221	0.3894348558
222	0.389211531
223	0.3889130188
224	0.3881196892
225	0.3878245911
226	0.3877030417
227	0.3876496525
228	0.3874188094
229	0.3872002373
230	0.3871613746
231	0.3869234166
232	0.3864126976
233	0.3863696549
234	0.3862182173
235	0.3862181932
236	0.3861411389
237	0.3859878753
238	0.3854765251
239	0.3854574507
240	0.3852674816
241	0.3849317678
242	0.3847718953
243	0.3840000177
244	0.3839889577
245	0.3838093851
246	0.3837101094
247	0.3835272085
248	0.3835271684
249	0.3834882629
250	0.3834465462
251	0.3834347027
252	0.3831598464
253	0.3830894707
254	0.3829881712
255	0.3828002686
256	0.3827343037
257	0.3826598795
258	0.3825570739
259	0.3824690041
260	0.3823893314
261	0.3823594344
262	0.3821874625
263	0.3821508121
264	0.382059823
265	0.3819126351
266	0.3819126083
267	0.3818536506
268	0.3817987132
269	0.3816988214
270	0.3816712801
271	0.3813144541
272	0.3810912861
273	0.3810298919
274	0.3809008966
275	0.3806912361
276	0.3805999629
277	0.3805030781
278	0.3802295795
279	0.3799611911
280	0.3798724962
281	0.3797909718
282	0.3797328667
283	0.3796401357
284	0.3794175834
285	0.3792866098
286	0.3791660533
287	0.3791283806
288	0.3790506401
289	0.3783361634
290	0.3782713893
291	0.378239981
292	0.3781144484
293	0.3780247572
294	0.3778377267
295	0.3774732379
296	0.3774222537
297	0.3773413087
298	0.3766782767
299	0.3765796027
300	0.3764139684
301	0.3763387737
302	0.3762487999
303	0.3760005522
304	0.37596639
305	0.3758429916
306	0.3756436349
307	0.3754100457
308	0.3750302993
309	0.3747289583
310	0.3746189093
311	0.3746094494
312	0.3744388369
313	0.3743356381
314	0.3743243433
315	0.3739898766
316	0.3739434736
317	0.3736836857
318	0.3735727357
319	0.3732900763
320	0.3732631907
321	0.3731666719
322	0.3731595867
323	0.3730207433
324	0.3728600358
325	0.3728212746
326	0.3727643375
327	0.372544676
328	0.3724870286
329	0.3724331621
330	0.3724110704
331	0.3723463802
332	0.3723026673
333	0.3722724015
334	0.3721000056
335	0.3716453902
336	0.3715781192
337	0.3713658751
338	0.3712948787
339	0.3712424633
340	0.3711531179
341	0.3710714624
342	0.371062953
343	0.3710483172
344	0.3710057984
345	0.3709573419
346	0.3709263388
347	0.3709000579
348	0.3707923383
349	0.3705789047
350	0.3704698013
351	0.3701928441
352	0.3700812463
353	0.3697354695
354	0.3695865795
355	0.3694834849
356	0.3693496859
357	0.3692616491
358	0.3691695028
359	0.3691174545
360	0.3690263978
361	0.3690070774
362	0.3688725866
363	0.3688275856
364	0.3687423174
365	0.3686334448
366	0.3683861146
367	0.3683178133
368	0.3683089995
369	0.368191746
370	0.3681274326
371	0.3680131973
372	0.367793184
373	0.367743444
374	0.3676513378
375	0.3675579397
376	0.3674703282
377	0.3673191917
378	0.3671006545
379	0.3669275151
380	0.366913639
381	0.3668482272
382	0.3666516618
383	0.3665963112
384	0.3664963183
385	0.3664095237
386	0.3662864937
387	0.3658346414
388	0.3657086869
389	0.3656751736
390	0.3656623757
391	0.3655750076
392	0.3655281801
393	0.3654441441
394	0.3652171468
395	0.3651519871
396	0.365010651
397	0.3649997932
398	0.3649793829
399	0.3647239304
400	0.3646221261
401	0.3645911132
402	0.3645033927
403	0.364243745
404	0.3641324727
405	0.3640585438
406	0.3635916675
407	0.3635417824
408	0.3631576075
409	0.3629049379
410	0.3627084206
411	0.3626452551
412	0.3626191277
413	0.362217582
414	0.3620972104
415	0.3619996317
416	0.361937127
417	0.3618956903
418	0.3617687884
419	0.3617440067
420	0.3616892321
421	0.3615102643
422	0.361469971
423	0.3614172277
424	0.3613902102
425	0.3613280051
426	0.3612809429
427	0.3612502302
428	0.3611363637
429	0.3610708084
430	0.3609081807
431	0.360905043
432	0.3608251877
433	0.3607767737
434	0.3605450333
435	0.3604950525
436	0.3604271737
437	0.360366292
438	0.3601569141
439	0.3597976672
440	0.3597496293
441	0.359744419
442	0.3597009603
443	0.3596526288
444	0.3596326296
445	0.3595954033
446	0.3595528774
447	0.3595501756
448	0.3594990861
449	0.3594093289
450	0.3593153593
451	0.3590735709
452	0.3590320338
453	0.3590187098
454	0.3589646209
455	0.3588576785
456	0.3588106169
457	0.3587682903
458	0.358561119
459	0.358539372
460	0.3584545514
461	0.3583517745
462	0.3581350698
463	0.3575065404
464	0.3573781905
465	0.3572739414
466	0.3571785167
467	0.3571586109
468	0.3571074532
469	0.3570918011
470	0.3570380316
471	0.3570052426
472	0.3569235484
473	0.3568947997
474	0.3568295519
475	0.3567136349
476	0.3565826841
477	0.3565228762
478	0.3564777001
479	0.3564525086
480	0.3562878656
481	0.3562782562
482	0.3562576824
483	0.356166049
484	0.3558616277
485	0.3558041839
486	0.3557718288
487	0.355562209
488	0.3554471769
489	0.3553659762
490	0.355336682
491	0.3551968684
492	0.3550989644
493	0.355088076
494	0.3547163933
495	0.3546456783
496	0.3546171746
497	0.3545740043
498	0.3545483582
499	0.3544992075
500	0.3544866729
501	0.3544061378
502	0.3543583203
503	0.3543469098
504	0.3543413226
505	0.3542780755
506	0.3541440449
507	0.3540221838
508	0.3539190762
509	0.3538832635
510	0.3537184043
511	0.3536593241
512	0.3536497168
513	0.3536067466
514	0.3535326363
515	0.3533384728
516	0.3532955765
517	0.3532378425
518	0.3531706227
519	0.3531355324
520	0.3531019273
521	0.3530096454
522	0.3529645636
523	0.3529620716
524	0.3529057225
525	0.3526203645
526	0.3525178767
527	0.3524848198
528	0.3524384244
529	0.3523828011
530	0.3522419471
531	0.3520798807
532	0.3520692663
533	0.3519421803
534	0.3517828946
535	0.3517025783
536	0.3515159704
537	0.3514716681
538	0.3514301996
539	0.3512776672
540	0.3509727019
541	0.3508928824
542	0.3505707245
543	0.3505409992
544	0.3504823149
545	0.3504306075
546	0.3502777529
547	0.3502119642
548	0.350091421
549	0.3498482539
550	0.3498199038
551	0.349773414
552	0.3496949771
553	0.3495567929
554	0.349517407
555	0.3495060369
556	0.3494907998
557	0.3493096048
558	0.3492742248
559	0.349262519
560	0.3492408021
561	0.3490917839
562	0.3490097204
563	0.3489962649
564	0.3489806778
565	0.3489449203
566	0.348881155
567	0.3488703513
568	0.3485323424
569	0.3484403471
570	0.3483203582
571	0.3482911805
572	0.3482367152
573	0.3481318288
574	0.3480303644
575	0.3480164874
576	0.3478070173
577	0.3477833021
578	0.3477485817
579	0.3477032537
580	0.3476131861
581	0.3475907251
582	0.3475297383
583	0.34743431
584	0.347320122
585	0.3472456072
586	0.3471858143
587	0.3471620031
588	0.3471549078
589	0.3471243923
590	0.3469628539
591	0.3469145981
592	0.3468993368
593	0.3467543794
594	0.346730988
595	0.3465605006
596	0.3465330977
597	0.3464607366
598	0.3463108871
599	0.3462729913
600	0.3462359537
601	0.3461103816
602	0.3460290301
603	0.3459066903
604	0.3458317853
605	0.3457873825
606	0.3457718273
607	0.3456131544
608	0.3455837854
609	0.3455358335
610	0.3455281661
611	0.345476777
612	0.3454568651
613	0.3454484849
614	0.3454345777
615	0.3454144763
616	0.3453927261
617	0.3453354591
618	0.3452002345
619	0.3451143675
620	0.3450298124
621	0.3449418805
622	0.3449340205
623	0.3448775086
624	0.3448464609
625	0.3445940392
626	0.3445137863
627	0.3443404259
628	0.3443255528
629	0.3442774649
630	0.3442599928
631	0.3442595162
632	0.344233856
633	0.3441835372
634	0.3441629334
635	0.3441540191
636	0.3441228976
637	0.3441032044
638	0.3440188231
639	0.3440001369
640	0.3439060166
641	0.3438783018
642	0.3437303709
643	0.3437035724
644	0.343698519
645	0.3434921511
646	0.3433628267
647	0.3432966613
648	0.3431307582
649	0.3431303256
650	0.3428446402
651	0.3428446044
652	0.3428000436
653	0.3426411682
654	0.3426269662
655	0.3425224688
656	0.3425084544
657	0.3424539756
658	0.3424176263
659	0.3423513174
660	0.3423239289
661	0.342207917
662	0.3421189906
663	0.3420640805
664	0.3420334032
665	0.3420098917
666	0.3419866103
667	0.3419602575
668	0.3419517654
669	0.341874749
670	0.3418462634
671	0.3418194804
672	0.3417373741
673	0.3416683237
674	0.3415856807
675	0.3414591964
676	0.3414209308
677	0.3414145885
678	0.3413685134
679	0.3413499551
680	0.3412080787
681	0.3411966716
682	0.3411451384
683	0.3410242536
684	0.3410043626
685	0.3410018008
686	0.3404977454
687	0.3404754725
688	0.3404621839
689	0.3404122736
690	0.3403402525
691	0.3402760942
692	0.3401350464
693	0.3400113244
694	0.3399397822
695	0.3399011956
696	0.3398721927
697	0.3396781351
698	0.3396431756
699	0.3396398301
700	0.3394390583
701	0.3393322337
702	0.3392149109
703	0.3391560582
704	0.3391353621
705	0.3390970272
706	0.3390850227
707	0.3390671916
708	0.3389092062
709	0.338747745
710	0.3387358831
711	0.3386744278
712	0.3386638419
713	0.3386568608
714	0.3386481571
715	0.3385904503
716	0.3385467613
717	0.3385379472
718	0.3385099081
719	0.3384528802
720	0.3384369095
721	0.3384294406
722	0.3383397342
723	0.3383364325
724	0.3383172173
725	0.3382234981
726	0.3381482144
727	0.3381470675
728	0.3380921692
729	0.3379923723
730	0.3379207154
731	0.3378440172
732	0.3375808369
733	0.3375732038
734	0.337521291
735	0.3373434702
736	0.3373298848
737	0.3373027919
738	0.3372504419
739	0.3371792854
740	0.3371478051
741	0.3369422094
742	0.3369275862
743	0.3368283503
744	0.3368189495
745	0.3367591583
746	0.3367120567
747	0.3366833896
748	0.3366726694
749	0.3366666486
750	0.3366423624
751	0.3366186763
752	0.3365693903
753	0.3364817706
754	0.336437933
755	0.3363469209
756	0.3363396013
757	0.3363304465
758	0.3360911617
759	0.3360786346
760	0.336056486
761	0.3360022621
762	0.3359751221
763	0.3358603597
764	0.3358524348
765	0.3358228394
766	0.3357911766
767	0.3357855213
768	0.335718743
769	0.3356841851
770	0.3356747484
771	0.3356296309
772	0.3356183519
773	0.3355924566
774	0.3355028497
775	0.3355018303
776	0.3354779906
777	0.3354571294
778	0.3354440853
779	0.3352261393
780	0.3351666628
781	0.335074426
782	0.3349821884
783	0.3348139422
784	0.3347714386
785	0.334767605
786	0.334716266
787	0.3346451556
788	0.3345992008
789	0.3345431842
790	0.3344760888
791	0.3344140057
792	0.3343382514
793	0.3343024362
794	0.3342700955
795	0.33425001
796	0.3341025715
797	0.3340848827
798	0.3340633944
799	0.333993597
800	0.3339262402
801	0.3339165321
802	0.3339029877
803	0.3338512711
804	0.3338297505
805	0.3337378071
806	0.3337113081
807	0.3336133335
808	0.333569392
809	0.3335251206
810	0.3334583495
811	0.3334015855
812	0.3333661706
813	0.3333457188
814	0.3332786276
815	0.333266936
816	0.3332049046
817	0.3331545774
818	0.3331115498
819	0.3330730922
820	0.3330478772
821	0.3330367909
822	0.3330075659
823	0.3329693451
824	0.3329451198
825	0.3329136963
826	0.3328114721
827	0.3327797829
828	0.3327532273
829	0.3327116466
830	0.3326840888
831	0.3326503529
832	0.3326002653
833	0.3325807942
834	0.3325375212
835	0.3325247493
836	0.3325149243
837	0.3324972388
838	0.3323570411
839	0.3323214665
840	0.3323001445
841	0.3321235583
842	0.3320954474
843	0.3320831575
844	0.3320180817
845	0.3319600741
846	0.3319544563
847	0.3319129674
848	0.331896219
849	0.331851277
850	0.3318290252
851	0.3315494403
852	0.3315434058
853	0.331521486
854	0.331394426
855	0.3313276256
856	0.3313136003
857	0.3312372808
858	0.3311771323
859	0.3311045317
860	0.3310302327
861	0.3309952631
862	0.3309210396
863	0.3309117395
864	0.330836588
865	0.3307592006
866	0.3307111305
867	0.3306885164
868	0.3306665318
869	0.3306366561
870	0.3305590855
871	0.330479934
872	0.3304702991
873	0.3304476927
874	0.3302960515
875	0.3302740386
876	0.3302507623
877	0.3302151986
878	0.3302112872
879	0.3301631407
880	0.3301466966
881	0.3299133018
882	0.3297859457
883	0.3297670504
884	0.3296838677
885	0.3295778957
886	0.3294860245
887	0.3293813245
888	0.3293498308
889	0.3292918255
890	0.3292787369
891	0.3292503398
892	0.3291613978
893	0.3290458948
894	0.3290158667
895	0.3289437329
896	0.328910327
897	0.3288944864
898	0.3288348357
899	0.328788022
900	0.3287725997
901	0.3287580931
902	0.328673501
903	0.3286505971
904	0.3286249533
905	0.3286197508
906	0.328541966
907	0.3285160642
908	0.3283862481
909	0.3283843805
910	0.3283266272
911	0.3281807116
912	0.3281237531
913	0.3280986378
914	0.3280007192
915	0.3279766176
916	0.3279415042
917	0.3279306744
918	0.3278958249
919	0.3277476936
920	0.3277231343
921	0.3276891296
922	0.3276126476
923	0.3274537349
924	0.3274011087
925	0.3273913185
926	0.3273733893
927	0.3272713812
928	0.3272003494
929	0.327184151
930	0.3271597594
931	0.3270783319
932	0.3268665499
933	0.3267631874
934	0.3267538437
935	0.3267492449
936	0.3267267852
937	0.3265363619
938	0.326501878
939	0.3264302426
940	0.3264097572
941	0.3262667306
942	0.3262489945
943	0.3262014984
944	0.3261913303
945	0.3261438903
946	0.3260409303
947	0.3259261444
948	0.3258400578
949	0.3258188299
950	0.3257518898
951	0.3257341084
952	0.3254916754
953	0.3254476981
954	0.3254046848
955	0.3253467934
956	0.3253414344
957	0.3253258978
958	0.3252963513
959	0.3252381882
960	0.3252086026
961	0.3251852085
962	0.3251590527
963	0.3251543975
964	0.3251388276
965	0.325102342
966	0.3250064936
967	0.3249989659
968	0.3249933607
969	0.3248876258
970	0.324879075
971	0.3248607317
972	0.32480915
973	0.324734357
974	0.3246974483
975	0.3246732338
976	0.3245557561
977	0.3243538783
978	0.3242180789
979	0.3241499367
980	0.324037187
981	0.3239973631
982	0.3239652473
983	0.3239470556
984	0.3239170471
985	0.323900781
986	0.3238745244
987	0.3238565579
988	0.323773059
989	0.3237579417
990	0.3237352935
991	0.323662074
992	0.3236055091
993	0.3235715784
994	0.3235574191
995	0.3235342937
996	0.3235300999
997	0.3235213369
998	0.3235026504
999	0.3234716832
